article_number,sequence,title,url,doi,start_page,end_page,authors,author_urls
11409260,,Full-Duplex RF Canceler Achieving Wideband High-SI-Power Low-Noise Cancellation Through a Novel N-Path-Filter-Based Architecture and ML-Based Canceler Configuration,https://ieeexplore.ieee.org/document/11409260/,10.1109/ISSCC49663.2026.11409260,100,102,Lakshminarasimha Sastry Garimella; Alfred Davidson; Nishant Patil; Yuan Ma; Ammaar Junaid; Kaustubh Pabba; Harish Krishnaswamy,https://ieeexplore.ieee.org/author/514013018598248; https://ieeexplore.ieee.org/author/37088640350; https://ieeexplore.ieee.org/author/37090098629; https://ieeexplore.ieee.org/author/870219742100049; https://ieeexplore.ieee.org/author/815400300539802; https://ieeexplore.ieee.org/author/981911053204027; https://ieeexplore.ieee.org/author/37294429900
11409248,6.2,6.2 A Phased-Array-Inspired Broadband RF Signal Processor for 2-to-32GHz Spectrum Sensing,https://ieeexplore.ieee.org/document/11409248/,10.1109/ISSCC49663.2026.11409248,102,104,Liwen Zhong; Meijun Tian; Wooram Lee,https://ieeexplore.ieee.org/author/37089834889; https://ieeexplore.ieee.org/author/571598386353049; https://ieeexplore.ieee.org/author/37597140700
11408989,,A 2×2 10GS/s TTD BF Receiver Utilizing Charge-Based Summation with 10.5GHz Bandwidth and SNDR/SFDR with 49.5dB/57.5dBc in 22nm CMOS,https://ieeexplore.ieee.org/document/11408989/,10.1109/ISSCC49663.2026.11408989,104,106,Enne Wittenhagen; Dominik Wilding; Patrick Artz; Sebastian Linnhoff; Philipp Scholz; Friedel Gerfers,https://ieeexplore.ieee.org/author/37087317817; https://ieeexplore.ieee.org/author/649163097025234; https://ieeexplore.ieee.org/author/37088830508; https://ieeexplore.ieee.org/author/37086812349; https://ieeexplore.ieee.org/author/206082862524328; https://ieeexplore.ieee.org/author/943673194637993
11409132,,A 436-to-472GHz 4-Element IF Beamforming Phased-Array Receiver in 65nm CMOS,https://ieeexplore.ieee.org/document/11409132/,10.1109/ISSCC49663.2026.11409132,106,108,Hao Guo; Hao-Tao Hu; Zhicheng Lin; Zijun Guo; Xiaoyue Xia; Kam Man Shum; Chi Hou Chan,https://ieeexplore.ieee.org/author/780705918634927; https://ieeexplore.ieee.org/author/37085611145; https://ieeexplore.ieee.org/author/38580435700; https://ieeexplore.ieee.org/author/37531614800; https://ieeexplore.ieee.org/author/37085738090; https://ieeexplore.ieee.org/author/37087189655; https://ieeexplore.ieee.org/author/37086972895
11409301,,A 26/28/37/39GHz Reconfigurable Fully Connected MIMO Receiver Front-End with On-Chip Diplexer Achieving 52-to-70dB Blocker Rejection,https://ieeexplore.ieee.org/document/11409301/,10.1109/ISSCC49663.2026.11409301,108,110,Xuhao Jiang; Qin Chen; Ziang Zhang; Haiyang Xia; Shun Zhang; Yang Han; Xin Chen; Depeng Cheng; Long He; Xu Wu; Lianming Li; Xiaohu You,https://ieeexplore.ieee.org/author/37089270097; https://ieeexplore.ieee.org/author/37086847516; https://ieeexplore.ieee.org/author/37088854480; https://ieeexplore.ieee.org/author/37085798751; https://ieeexplore.ieee.org/author/638731631903239; https://ieeexplore.ieee.org/author/37086737660; https://ieeexplore.ieee.org/author/37089091564; https://ieeexplore.ieee.org/author/37086592281; https://ieeexplore.ieee.org/author/37085813018; https://ieeexplore.ieee.org/author/37086510859; https://ieeexplore.ieee.org/author/38494481700; https://ieeexplore.ieee.org/author/37089101315
11409244,,Session 7 Overview: Image Sensors and Ranging,https://ieeexplore.ieee.org/document/11409244/,10.1109/ISSCC49663.2026.11409244,110,111,,
11409221,7.1,7.1 54×42 LiDAR 3D-Stacked System-On-Chip with On-Chip Point Cloud Processing and Hybrid On-Chip/Package-Embedded 25V Boost Generation,https://ieeexplore.ieee.org/document/11409221/,10.1109/ISSCC49663.2026.11409221,112,114,Neale A. W. Dutton; Xavier Branca; Mathieu Thivin; Steven Collins; Herve Thuaire; Fabrice Martin; Vincent Clemencon; Mohammed Al-Rawhani; Duncan Hall; Axel Crocherie; Cedric Pastorelli; Sophie Taupin; Severin Trochut; Abhishek Singh; Andreas Assmann; Bruce R. Rae; Pascal Mellot,https://ieeexplore.ieee.org/author/37085348973; https://ieeexplore.ieee.org/author/38315897200; https://ieeexplore.ieee.org/author/658275424319432; https://ieeexplore.ieee.org/author/785236424162491; https://ieeexplore.ieee.org/author/819391928016838; https://ieeexplore.ieee.org/author/37089194995; https://ieeexplore.ieee.org/author/814030181916474; https://ieeexplore.ieee.org/author/207105332148601; https://ieeexplore.ieee.org/author/37089194560; https://ieeexplore.ieee.org/author/460812820334434; https://ieeexplore.ieee.org/author/274282261581814; https://ieeexplore.ieee.org/author/603732022103780; https://ieeexplore.ieee.org/author/37283604000; https://ieeexplore.ieee.org/author/154098447331674; https://ieeexplore.ieee.org/author/829043272468478; https://ieeexplore.ieee.org/author/436729225902545; https://ieeexplore.ieee.org/author/37089002577
11409182,,VoxCAD: A 0.82-to-81.0mW Intelligent 3D-Perception dToF SoC with Sector-Wise Voxelization and High-Density Tri-Mode eDRAM CIM Macro,https://ieeexplore.ieee.org/document/11409182/,10.1109/ISSCC49663.2026.11409182,114,116,Haoyang Sang; Zhao Wang; Longzhen He; Guangshu Zhao; Wenao Xie; Bo Wang; Rui P. Martins; Man-Kay Law,https://ieeexplore.ieee.org/author/37089923798; https://ieeexplore.ieee.org/author/713323209211510; https://ieeexplore.ieee.org/author/499370595478409; https://ieeexplore.ieee.org/author/37089923265; https://ieeexplore.ieee.org/author/37089926354; https://ieeexplore.ieee.org/author/38468947700; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37087814269
11409229,,"A Multi-Range, Multi-Resolution LiDAR Sensor with 2,880-Channel Modular Survival Histogramming TDC and Delay Compensation Using Double Histogram Sampling",https://ieeexplore.ieee.org/document/11409229/,10.1109/ISSCC49663.2026.11409229,1,3,Minkyung Kim; Junsang Bae; Donghyuk Kim; Jung-Hoon Chun; Seong-Jin Kim; Jaehyuk Choi,https://ieeexplore.ieee.org/author/37597328400; https://ieeexplore.ieee.org/author/143965394544717; https://ieeexplore.ieee.org/author/954071218167135; https://ieeexplore.ieee.org/author/37087179511; https://ieeexplore.ieee.org/author/370834884127579; https://ieeexplore.ieee.org/author/37066872300
11409240,,A 480×320 CMOS LiDAR Sensor with Tapering 1-Step Histogramming TDCs and Sub-Pixel Echo Resolvers,https://ieeexplore.ieee.org/document/11409240/,10.1109/ISSCC49663.2026.11409240,118,120,Wonjong Roh; Canxing Piao; Taehoon Jeon; Junsang Bae; Jung-Hoon Chun; Seong-Jin Kim; Jaehyuk Choi,https://ieeexplore.ieee.org/author/966769638940085; https://ieeexplore.ieee.org/author/37088368352; https://ieeexplore.ieee.org/author/239603927744910; https://ieeexplore.ieee.org/author/143965394544717; https://ieeexplore.ieee.org/author/37087179511; https://ieeexplore.ieee.org/author/370834884127579; https://ieeexplore.ieee.org/author/37066872300
11409243,7.5,7.5 a 26.0mW 30fps 400X300-Pixel SWIR Ge-SPAD dToF Range Sensor with Programmable Macro-Pixels and Integrated Histogram Processing for Low-Power AR/VR Applications,https://ieeexplore.ieee.org/document/11409243/,10.1109/ISSCC49663.2026.11409243,120,122,Matteo Perenzoni; Koichi Okamoto; Fabrizio De Nisi; Daniele Perenzoni; Ji Yong Jeong; Yu Zou; Hanning Mai; Gabriele Quarta; Francesco Paolo Mattioli Della Rocca; Yusuke Okamura; Davide Marani; Michele Brian; Daniele Giorgetti; Soichi Ochiai; Keiji Tatani; David Stoppa,https://ieeexplore.ieee.org/author/184282405730669; https://ieeexplore.ieee.org/author/464062817433254; https://ieeexplore.ieee.org/author/37088236970; https://ieeexplore.ieee.org/author/37712348700; https://ieeexplore.ieee.org/author/37088624839; https://ieeexplore.ieee.org/author/386072579128363; https://ieeexplore.ieee.org/author/37087085356; https://ieeexplore.ieee.org/author/37089004158; https://ieeexplore.ieee.org/author/324405838725274; https://ieeexplore.ieee.org/author/37086776219; https://ieeexplore.ieee.org/author/37888824200; https://ieeexplore.ieee.org/author/276349178344835; https://ieeexplore.ieee.org/author/735844323972848; https://ieeexplore.ieee.org/author/607010591287795; https://ieeexplore.ieee.org/author/401286576457396; https://ieeexplore.ieee.org/author/418924419903162
11409325,,A 128×96 Multimodal Flash LiDAR SPAD Imager with Object Segmentation Latency of 18μs Based on Compute-Near-Sensor Ising Annealing Machine,https://ieeexplore.ieee.org/document/11409325/,10.1109/ISSCC49663.2026.11409325,122,124,Jingyi Wang; Tao Hong; Bu Chen; Zhangcheng Huang; Qi Liu; Ming Liu,https://ieeexplore.ieee.org/author/357856657184016; https://ieeexplore.ieee.org/author/267398694778309; https://ieeexplore.ieee.org/author/490801517214887; https://ieeexplore.ieee.org/author/37088973950; https://ieeexplore.ieee.org/author/37090018160; https://ieeexplore.ieee.org/author/459704478912417
11408982,7.7,7.7 A Fully Reconfigurable Hybrid SPAD Vision Sensor with 134dB Dynamic Range Using Time-Coded Dual Exposures,https://ieeexplore.ieee.org/document/11408982/,10.1109/ISSCC49663.2026.11408982,124,126,Kieop Hong; Jubin Kang; Jung-Hye Hwang; Insang Son; Seonghyeok Park; Jung-Hoon Chun; Jaehyuk Choi; Seong-Jin Kim,https://ieeexplore.ieee.org/author/37089644027; https://ieeexplore.ieee.org/author/37089186120; https://ieeexplore.ieee.org/author/37089184708; https://ieeexplore.ieee.org/author/37089645246; https://ieeexplore.ieee.org/author/37088803052; https://ieeexplore.ieee.org/author/37087179511; https://ieeexplore.ieee.org/author/37066872300; https://ieeexplore.ieee.org/author/370834884127579
11409209,7.8,7.8 A 55nm Intelligent Vision SoC Achieving 346TOPS/W System Efficiency via Fully Analog Sensing-to-Inference Pipeline,https://ieeexplore.ieee.org/document/11409209/,10.1109/ISSCC49663.2026.11409209,126,128,Zhengke Yang; Haofeng Yu; Xiao Liu; Zhen Kong; Humiao Li; Liang Ran; Zhichao Lyu; Xinhe Feng; Liang Zhao; Yida Li; Jiamin Li; Feichi Zhou; Longyang Lin,https://ieeexplore.ieee.org/author/37089384941; https://ieeexplore.ieee.org/author/595865653018055; https://ieeexplore.ieee.org/author/37088216185; https://ieeexplore.ieee.org/author/37089227257; https://ieeexplore.ieee.org/author/433707356906011; https://ieeexplore.ieee.org/author/37086557493; https://ieeexplore.ieee.org/author/37089692884; https://ieeexplore.ieee.org/author/702444403347408; https://ieeexplore.ieee.org/author/892300311390852; https://ieeexplore.ieee.org/author/37086343839; https://ieeexplore.ieee.org/author/37088094210; https://ieeexplore.ieee.org/author/37089389880; https://ieeexplore.ieee.org/author/37086051681
11409255,,A 1.09e−-Random-Noise 1.5μm-Pixel-Pitch 12MP Global-Shutter-Equivalent CMOS Image Sensor with 3μm Digital Pixels Using Quad-Phase-Staggered Zigzag Readout and Motion Compensation,https://ieeexplore.ieee.org/document/11409255/,10.1109/ISSCC49663.2026.11409255,128,130,Sanggwon Lee; Sun-Young Yoo; Yeongseok Shim; Yong-Suk Choi; Daehee Bae; Masamichi Ito; Deokha Shin; Si-Gyoung Koo; Sung-Jae Byun; Gihwan Cho; Hyukbin Kwon; Jaehun Jeong; Bumjun Kim; Su-Hyun Han; Youna Lee; Hiroyuki Sugihara; Junghoon Jung; Suksan Kim; Kyungtae Lim; Wonoh Ryu; Yongjun Kim; Seung-Sik Kim; Heesung Shim; Min-Woong Seo; Jae-kyu Lee; Jonghyun Go; Jaihyuk Song,https://ieeexplore.ieee.org/author/37089342966; https://ieeexplore.ieee.org/author/872499283856891; https://ieeexplore.ieee.org/author/414608709357990; https://ieeexplore.ieee.org/author/37535707200; https://ieeexplore.ieee.org/author/37088921309; https://ieeexplore.ieee.org/author/37088933087; https://ieeexplore.ieee.org/author/825042699699317; https://ieeexplore.ieee.org/author/938613388612523; https://ieeexplore.ieee.org/author/37088920715; https://ieeexplore.ieee.org/author/37087281844; https://ieeexplore.ieee.org/author/37089595955; https://ieeexplore.ieee.org/author/37089336439; https://ieeexplore.ieee.org/author/908775947054893; https://ieeexplore.ieee.org/author/37086598577; https://ieeexplore.ieee.org/author/322694490819786; https://ieeexplore.ieee.org/author/451469569566904; https://ieeexplore.ieee.org/author/37086624456; https://ieeexplore.ieee.org/author/38546660600; https://ieeexplore.ieee.org/author/37089883208; https://ieeexplore.ieee.org/author/37089698672; https://ieeexplore.ieee.org/author/37616479600; https://ieeexplore.ieee.org/author/37088367788; https://ieeexplore.ieee.org/author/37088369371; https://ieeexplore.ieee.org/author/411385700992559; https://ieeexplore.ieee.org/author/37367230200; https://ieeexplore.ieee.org/author/37088920287; https://ieeexplore.ieee.org/author/37088672985
11409135,7.10,7.10 A 200MP ${0. 6 1} {\mu} \mathrm{m}$-Pixel-Pitch CMOS Imager with Sub-1e Readout Noise Using Interlaced-Shared Transistor Architecture and On-Chip Motion Artifact-Free HDR Synthesis for 8K Video Applications,https://ieeexplore.ieee.org/document/11409135/,10.1109/ISSCC49663.2026.11409135,130,132,Richard Xu; Guanjing Ren; Yaowu Mo; Dekui Qi; Qian Wang; Shengxin Zhang,https://ieeexplore.ieee.org/author/37086390920; https://ieeexplore.ieee.org/author/37088745617; https://ieeexplore.ieee.org/author/37088725767; https://ieeexplore.ieee.org/author/701277385843213; https://ieeexplore.ieee.org/author/652081908240896; https://ieeexplore.ieee.org/author/37088823982
11409333,,Session 8 Overview: Die-to-Die and High-Speed Electrical Transceivers,https://ieeexplore.ieee.org/document/11409333/,10.1109/ISSCC49663.2026.11409333,132,133,,
11409120,,A 48Gb/s/lane 1.24Tb/s/mm UCIe-Compliant Die-to-Die Link Over 30mm Standard Package,https://ieeexplore.ieee.org/document/11409120/,10.1109/ISSCC49663.2026.11409120,134,136,Susnata Mondal; Sashank Krishnamurthy; Shuhei Yamada; Zhaokai Liu; Junyi Qiu; Soumya Bose; Zuoguo Wu; Gerald Pasdast; James Jaussi; Mozhgan Mansuri,https://ieeexplore.ieee.org/author/37086111359; https://ieeexplore.ieee.org/author/37086483257; https://ieeexplore.ieee.org/author/37086344551; https://ieeexplore.ieee.org/author/37088800793; https://ieeexplore.ieee.org/author/37086056008; https://ieeexplore.ieee.org/author/37086156998; https://ieeexplore.ieee.org/author/37087487483; https://ieeexplore.ieee.org/author/37087967250; https://ieeexplore.ieee.org/author/874461961641264; https://ieeexplore.ieee.org/author/37332639600
11409144,8.2,8.2 A 32Gb/s 12.35Tb/s/mm2 0.36pJ/b UCIe-Like Die-to-Die Interface Featuring Edge-Triggered Transceivers in 3nm with Active LSI Packaging,https://ieeexplore.ieee.org/document/11409144/,10.1109/ISSCC49663.2026.11409144,136,138,Wei-Chih Chen; Mu-Shan Lin; Chien-Chun Tsai; Shenggao Li; Wei-Shuo Lin; Yu-Jie Huang; Nai-Chen Cheng; Yu-Chi Chen; Wen-Hung Huang; Chin-Hua Wen; Hsin-Hung Kuo; Han-Tzung Ke; Jie-Ren Huang; Chang-Yi Li; Sheng-Tsung Lai; Shu-Chun Yang; Kuan-Ting Chou; Pei-Chen Chiou; Tsung-Hsien Tsai; Yi-Ting Chen; Yen-Ming Chen; Kenny Cheng-Hsiang Hsieh,https://ieeexplore.ieee.org/author/659925827051725; https://ieeexplore.ieee.org/author/105397987055908; https://ieeexplore.ieee.org/author/391415942399241; https://ieeexplore.ieee.org/author/37089183616; https://ieeexplore.ieee.org/author/671382241237509; https://ieeexplore.ieee.org/author/318833286443223; https://ieeexplore.ieee.org/author/37085841207; https://ieeexplore.ieee.org/author/630475660346739; https://ieeexplore.ieee.org/author/37089632209; https://ieeexplore.ieee.org/author/37088608412; https://ieeexplore.ieee.org/author/37087427475; https://ieeexplore.ieee.org/author/37850611000; https://ieeexplore.ieee.org/author/178429614178248; https://ieeexplore.ieee.org/author/723376801630647; https://ieeexplore.ieee.org/author/37086482662; https://ieeexplore.ieee.org/author/649503518699360; https://ieeexplore.ieee.org/author/246030893971242; https://ieeexplore.ieee.org/author/507996462255339; https://ieeexplore.ieee.org/author/37085594131; https://ieeexplore.ieee.org/author/847976456247569; https://ieeexplore.ieee.org/author/37089910939; https://ieeexplore.ieee.org/author/269634689416007
11409276,,A 0.23pJ/b 24Gb/s Modular D2D Interface with Zero Wake Penalty Clock Gating in 3nm,https://ieeexplore.ieee.org/document/11409276/,10.1109/ISSCC49663.2026.11409276,138,140,Ravi Shivnaraine; Charles Boecker; Eric Groen; Simon Li; Ping Lu; Socrates Vamvakos; Roxanne Vu; Chris Hanke; Shankar Tangirala; Wen Liu; Marina Salik; Kevin Bartholomew; Sushmitha Reddy; Alex Tessitore; Aws Shallal; Kalyan Nallaparaju; Jin Liang; Minhan Chen; Shaishav Desai,https://ieeexplore.ieee.org/author/38075518100; https://ieeexplore.ieee.org/author/906627608364306; https://ieeexplore.ieee.org/author/37087568222; https://ieeexplore.ieee.org/author/37088614051; https://ieeexplore.ieee.org/author/479756980333886; https://ieeexplore.ieee.org/author/965431579451858; https://ieeexplore.ieee.org/author/37370259200; https://ieeexplore.ieee.org/author/451075245082207; https://ieeexplore.ieee.org/author/37088483516; https://ieeexplore.ieee.org/author/707309375917570; https://ieeexplore.ieee.org/author/595721966653160; https://ieeexplore.ieee.org/author/822812495832204; https://ieeexplore.ieee.org/author/37088857257; https://ieeexplore.ieee.org/author/898473228204202; https://ieeexplore.ieee.org/author/782188234556439; https://ieeexplore.ieee.org/author/168199279097401; https://ieeexplore.ieee.org/author/153681499345588; https://ieeexplore.ieee.org/author/37089497995; https://ieeexplore.ieee.org/author/37693842700
11409095,8.4,8.4 A 112Gb/S/Wire Single-Ended Simultaneous Bi-Directional Transceiver with Dynamic Equalizer for Die-to-Die Interface in 28nm CMOS,https://ieeexplore.ieee.org/document/11409095/,10.1109/ISSCC49663.2026.11409095,140,142,Zhiwen Huang; Zhifei Wang; Bingyi Ye; Tianchen Ye; Dunshan Yu; Wei Wang; Weixin Gai,https://ieeexplore.ieee.org/author/37087437173; https://ieeexplore.ieee.org/author/37088831136; https://ieeexplore.ieee.org/author/37088902173; https://ieeexplore.ieee.org/author/948656849531986; https://ieeexplore.ieee.org/author/37087213215; https://ieeexplore.ieee.org/author/253464111497277; https://ieeexplore.ieee.org/author/37070521300
11409236,8.5,8.5 A 112Gb/s 0.76pJ/b Reference-Less Mixed-Signal PAM-4 CDR in 28nm CMOS,https://ieeexplore.ieee.org/document/11409236/,10.1109/ISSCC49663.2026.11409236,142,144,Zhaoyu Zhang; Yiqing Xu; Jian Liu; Nanjian Wu; Zhao Zhang; Liyuan Liu,https://ieeexplore.ieee.org/author/37088865290; https://ieeexplore.ieee.org/author/184366660353706; https://ieeexplore.ieee.org/author/37089920791; https://ieeexplore.ieee.org/author/37087075618; https://ieeexplore.ieee.org/author/37085545463; https://ieeexplore.ieee.org/author/399932657191008
